submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
03/04/2021,NYC,746307,630715,115592,4132,1022,29665,24712,4953,56,2,03/02/2021 12:00:00 AM,Agree,Agree
12/12/2020,PR,62431,59842,2589,708,158,1272,1029,243,6,0,12/13/2020 02:31:19 PM,Agree,Agree
12/16/2020,MP,113,113,0,0,0,2,2,0,0,0,12/17/2020 02:33:42 PM,Agree,Agree
11/07/2020,HI,15707,,,123,0,219,,,1,0,11/08/2020 02:40:34 PM,Not agree,Not agree
07/05/2021,AR,351825,,,418,127,5920,,,3,1,07/06/2021 01:52:24 PM,Not agree,Not agree
09/24/2020,AR,79049,,,1086,56,1246,,,17,0,09/25/2020 01:54:10 PM,Not agree,Not agree
01/14/2021,UT,317559,317559,0,2742,0,1460,1421,39,11,1,01/15/2021 11:02:20 AM,Agree,Agree
02/14/2021,FL,1794155,,,5328,1156,28779,,,96,7,02/15/2021 02:46:24 PM,Not agree,Not agree
07/06/2020,KS,16901,16507,394,982,13,280,,,3,0,07/07/2020 02:58:02 PM,Agree,N/A
10/22/2020,AK,11921,,,239,0,95,,,0,0,10/22/2020 12:00:00 AM,N/A,N/A
03/19/2020,UT,68,,,28,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/11/2021,TX,2909829,,,3966,965,50328,,,36,0,05/13/2021 12:00:00 AM,Not agree,Not agree
08/05/2020,CO,48988,45755,3233,594,16,1851,1510,341,2,0,08/06/2020 02:12:27 PM,Agree,Agree
06/26/2021,WV,163858,128010,35848,54,9,2876,,,0,0,06/28/2021 01:23:06 PM,Agree,Not agree
05/27/2021,UT,405387,405387,0,309,0,2294,2224,70,2,0,05/28/2021 01:29:21 PM,Agree,Agree
04/23/2021,GA,1091339,873669,217670,1842,569,19917,17337,2580,42,9,04/24/2021 02:22:34 PM,Agree,Agree
10/08/2020,KS,63952,60001,3951,0,0,723,,,0,0,10/09/2020 01:43:36 PM,Agree,N/A
09/15/2020,CO,62099,57805,4294,400,48,1996,1645,351,6,0,09/16/2020 01:53:41 PM,Agree,Agree
10/08/2020,HI,13110,,,0,0,164,,,1,0,10/09/2020 01:43:36 PM,Not agree,Not agree
06/16/2020,NYC,213158,208453,4705,194,14,22703,18149,4554,23,0,06/14/2020 12:00:00 AM,Agree,Agree
04/09/2020,MP,11,,,0,,2,,,0,,04/08/2020 04:22:39 PM,Agree,Agree
01/29/2020,MA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/22/2020,AR,2281,,,19,0,42,,,-1,0,04/22/2020 04:22:39 PM,Not agree,Not agree
07/10/2020,MP,31,31,0,0,0,2,2,0,0,0,07/11/2020 06:25:05 PM,Agree,Agree
03/16/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
01/26/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
08/26/2020,AR,58023,,,649,0,732,,,21,0,08/27/2020 01:42:08 PM,Not agree,Not agree
07/02/2021,AS,0,,,0,0,0,,,0,0,07/03/2021 01:44:06 PM,,
11/24/2020,OK,204882,176236,28646,4334,1191,2688,2541,147,54,7,11/25/2020 12:00:00 AM,Agree,Agree
03/17/2021,GA,1038550,838570,199980,2044,917,18359,15997,2362,72,3,03/18/2021 02:01:55 PM,Agree,Agree
10/02/2020,AK,8170,,,141,0,73,,,2,0,10/02/2020 12:00:00 AM,N/A,N/A
03/11/2020,HI,2,,,0,0,0,,,0,,03/11/2020 12:00:00 AM,Not agree,Not agree
11/11/2020,AK,20388,,,490,0,142,,,6,0,11/11/2020 12:00:00 AM,N/A,N/A
03/19/2021,FL,1962360,,,5046,1419,32651,,,53,3,03/20/2021 02:03:21 PM,Not agree,Not agree
05/16/2020,KS,7886,7886,0,0,0,172,,,0,0,05/17/2020 03:27:46 PM,Agree,N/A
04/04/2021,AS,0,,,0,0,0,,,0,0,04/05/2021 01:43:02 PM,,
01/31/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
08/24/2020,MP,54,54,0,0,0,2,2,0,0,0,08/25/2020 02:02:54 PM,Agree,Agree
07/06/2021,GA,1136893,905068,231825,344,93,21457,18534,2923,5,0,07/07/2021 02:48:49 PM,Agree,Agree
04/30/2021,MP,168,168,0,4,0,2,2,0,0,0,05/01/2021 01:43:22 PM,Agree,Agree
04/29/2021,OK,448967,354269,94698,243,63,7256,6176,1080,1,0,04/30/2021 12:00:00 AM,Agree,Agree
06/17/2021,MA,709187,663048,46139,107,25,17957,17593,364,4,1,06/18/2021 01:48:26 PM,Agree,Agree
03/03/2021,AR,323353,,,404,120,5261,,,7,0,03/04/2021 03:08:33 PM,Not agree,Not agree
12/18/2020,AR,197421,,,2878,956,3133,,,21,0,12/19/2020 02:42:31 PM,Not agree,Not agree
04/27/2021,KS,308187,249126,59061,322,0,4970,,,0,0,04/28/2021 03:20:12 PM,Agree,N/A
12/09/2020,AK,37827,,,573,0,242,,,2,0,12/09/2020 12:00:00 AM,N/A,N/A
04/24/2020,KS,2777,2777,0,295,0,111,,,-1,0,05/25/2020 03:38:40 PM,Agree,N/A
02/19/2020,AS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
04/19/2020,WV,863,863,0,38,0,18,,,0,0,04/19/2020 04:22:39 PM,Agree,Not agree
02/21/2020,OK,8,,,3,0,0,0,0,0,0,02/22/2020 12:00:00 AM,Not agree,Agree
03/28/2021,TX,2772080,,,3415,1374,48603,,,43,0,03/30/2021 12:00:00 AM,Not agree,Not agree
04/11/2020,OK,2680,,,128,0,109,109,0,7,0,04/12/2020 12:00:00 AM,Not agree,Agree
10/22/2020,PR,60984,30956,30028,1947,795,791,602,189,8,2,10/23/2020 01:44:31 PM,Agree,Agree
02/14/2021,KS,286102,233686,52416,0,0,4364,,,0,0,02/15/2021 02:46:24 PM,Agree,N/A
02/04/2021,UT,351273,351273,0,1273,0,1711,1662,49,14,1,02/05/2021 02:54:41 PM,Agree,Agree
04/01/2021,TX,2786642,,,3337,822,48773,,,49,0,04/03/2021 12:00:00 AM,Not agree,Not agree
07/12/2021,KS,321109,258644,62465,224,26,5188,,,6,2,07/13/2021 02:26:25 PM,Agree,N/A
11/04/2020,AK,16936,,,424,0,125,,,3,0,11/04/2020 12:00:00 AM,N/A,N/A
12/30/2020,HI,20851,,,104,0,283,,,0,0,12/31/2020 02:55:07 PM,Not agree,Not agree
02/06/2021,FL,1739276,,,7345,1653,27599,,,142,17,02/07/2021 02:46:31 PM,Not agree,Not agree
09/19/2020,AS,0,,,0,0,0,,,0,0,09/20/2020 01:53:10 PM,,
07/14/2020,OK,30171,,,1105,0,501,499,2,5,0,07/15/2020 12:00:00 AM,Not agree,Agree
12/18/2020,MP,115,115,0,0,0,2,2,0,0,0,12/19/2020 02:42:31 PM,Agree,Agree
08/05/2020,PW,0,,,0,0,0,,,0,0,08/06/2020 02:12:27 PM,,
07/04/2021,NYC,956553,788554,167999,164,20,33435,28340,5095,5,2,07/05/2021 02:30:02 PM,Agree,Agree
04/05/2021,MP,159,159,0,0,0,2,2,0,0,0,04/06/2021 01:43:58 PM,Agree,Agree
12/12/2020,NYC,365129,330703,34426,4055,905,24308,19610,4698,28,3,12/10/2020 12:00:00 AM,Agree,Agree
01/28/2021,TX,2310952,,,18220,3228,40379,,,279,0,01/30/2021 12:00:00 AM,Not agree,Not agree
02/15/2021,HI,26803,,,31,0,423,,,0,0,02/16/2021 02:53:06 PM,Not agree,Not agree
03/29/2021,PW,0,,,0,0,0,,,0,0,03/30/2021 02:06:13 PM,,
06/30/2020,MP,30,30,0,0,0,2,2,0,0,0,07/01/2020 03:45:16 PM,Agree,Agree
04/06/2020,AS,0,,,0,,0,,,0,,04/05/2020 04:22:39 PM,,
12/07/2020,FL,1048264,,,7537,1851,19282,,,105,6,12/08/2020 02:59:49 PM,Not agree,Not agree
07/09/2020,AK,1273,,,47,0,20,,,2,0,07/09/2020 12:00:00 AM,N/A,N/A
01/07/2021,OK,350724,284373,66351,3902,872,4951,4349,602,59,15,01/08/2021 12:00:00 AM,Agree,Agree
07/28/2020,AR,40181,,,734,0,428,,,20,0,07/29/2020 02:34:46 PM,Not agree,Not agree
09/02/2020,TX,621667,,,4334,0,14976,,,85,0,09/04/2020 12:00:00 AM,Not agree,Not agree
04/22/2021,NYC,917177,758763,158414,2088,492,32318,27278,5040,37,1,04/20/2021 12:00:00 AM,Agree,Agree
04/29/2021,FL,2186477,,,5553,1723,35084,,,54,1,04/30/2021 01:40:40 PM,Not agree,Not agree
06/30/2020,PR,7537,1729,5808,72,36,153,59,94,0,0,07/01/2020 03:45:16 PM,Agree,Agree
12/17/2020,MP,115,115,0,2,0,2,2,0,0,0,12/18/2020 02:45:01 PM,Agree,Agree
04/08/2020,HI,458,,,9,0,5,,,0,,04/07/2020 12:22:39 PM,Not agree,Not agree
03/03/2020,KS,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,N/A
06/17/2020,TX,96335,,,3129,0,2446,,,39,0,06/19/2020 12:00:00 AM,Not agree,Not agree
01/23/2021,MA,496093,472175,23918,4641,311,14258,13968,290,70,0,01/25/2021 12:00:00 AM,Agree,Agree
08/13/2020,PW,0,,,0,0,0,,,0,0,08/14/2020 02:30:03 PM,,
05/02/2021,AR,336105,,,137,41,5743,,,2,2,05/03/2021 01:58:14 PM,Not agree,Not agree
10/06/2020,AK,8792,,,146,0,75,,,0,0,10/06/2020 12:00:00 AM,N/A,N/A
05/15/2021,NYC,943034,778259,164775,634,139,33030,27963,5067,26,1,05/13/2021 12:00:00 AM,Agree,Agree
08/24/2020,NYC,234836,228831,6005,157,21,23371,18743,4628,6,1,08/22/2020 12:00:00 AM,Agree,Agree
01/24/2020,MP,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
05/30/2021,KS,314207,253695,60512,105,0,5076,,,0,0,05/31/2021 01:43:43 PM,Agree,N/A
05/27/2021,WV,161046,125979,35067,269,38,2792,,,4,1,05/28/2021 01:29:21 PM,Agree,Not agree
11/16/2020,KS,122741,108024,14717,7234,1124,1266,,,7,0,11/17/2020 02:52:47 PM,Agree,N/A
02/06/2020,WV,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Not agree
04/26/2021,AR,334769,,,63,11,5720,,,2,1,04/27/2021 01:56:18 PM,Not agree,Not agree
03/31/2021,PW,0,,,0,0,0,,,0,0,04/01/2021 02:13:30 PM,,
01/09/2021,AK,48571,,,374,0,297,,,1,0,01/09/2021 12:00:00 AM,N/A,N/A
12/21/2020,HI,20025,,,132,0,280,,,0,0,12/22/2020 02:35:48 PM,Not agree,Not agree
04/10/2021,PW,0,,,0,0,0,,,0,0,04/11/2021 01:50:11 PM,,
04/24/2020,OK,3788,,,89,0,209,209,0,7,0,05/26/2021 01:02:35 PM,Not agree,Agree
02/03/2021,AK,53116,,,176,0,308,,,0,0,02/03/2021 12:00:00 AM,N/A,N/A
01/28/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
02/21/2021,GA,985505,804812,180693,1758,295,16744,14633,2111,2,-2,02/22/2021 02:53:38 PM,Agree,Agree
06/17/2020,MP,30,30,0,0,0,2,2,0,0,0,06/18/2020 05:16:14 PM,Agree,Agree
05/26/2021,AR,340698,,,183,71,5827,,,3,1,05/27/2021 01:41:41 PM,Not agree,Not agree
03/29/2021,NYC,844904,704212,140692,3039,821,31167,26172,4995,60,6,03/27/2021 12:00:00 AM,Agree,Agree
12/17/2020,NYC,384134,345308,38826,4614,946,24469,19762,4707,34,2,12/15/2020 12:00:00 AM,Agree,Agree
10/12/2020,PR,54540,27139,27401,306,171,738,557,181,3,0,10/13/2020 01:29:38 PM,Agree,Agree
04/17/2021,MP,162,162,0,0,0,2,2,0,0,0,04/18/2021 01:41:35 PM,Agree,Agree
02/12/2020,FL,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
03/02/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/27/2020,MA,56462,56462,0,1524,0,3664,3563,101,162,5,05/12/2021 01:46:26 PM,Agree,Agree
05/28/2020,MA,94895,94895,0,675,0,7068,6875,193,52,0,05/30/2020 12:00:00 AM,Agree,Agree
04/29/2021,TX,2879712,,,3572,992,49913,,,39,0,05/01/2021 12:00:00 AM,Not agree,Not agree
08/28/2020,OK,61661,,,829,0,998,990,8,11,0,08/29/2020 12:00:00 AM,Not agree,Agree
06/26/2021,CO,556542,517638,38904,571,202,6770,5976,794,4,1,06/28/2021 01:23:06 PM,Agree,Agree
03/31/2021,PR,107470,97966,9504,365,112,2118,1804,314,5,1,04/01/2021 02:13:30 PM,Agree,Agree
08/03/2020,NYC,229314,223792,5522,201,12,23280,18666,4614,8,1,08/01/2020 12:00:00 AM,Agree,Agree
08/18/2020,NYC,233188,227341,5847,159,19,23347,18721,4626,5,0,08/16/2020 12:00:00 AM,Agree,Agree
11/26/2020,KS,147797,128149,19648,0,0,1503,,,0,0,11/27/2020 03:07:59 PM,Agree,N/A
07/21/2021,MP,183,183,0,0,0,2,2,0,0,0,07/22/2021 03:06:50 PM,Agree,Agree
08/14/2020,PW,0,,,0,0,0,,,0,0,08/15/2020 02:02:05 PM,,
04/01/2021,AK,60768,,,230,0,340,,,0,0,04/01/2021 12:00:00 AM,N/A,N/A
08/14/2020,PR,25695,11069,14626,567,228,329,201,128,12,3,08/15/2020 02:02:05 PM,Agree,Agree
07/11/2021,NYC,959311,790688,168623,438,101,33460,28363,5097,6,1,07/12/2021 02:22:55 PM,Agree,Agree
06/13/2020,TX,86011,,,2331,0,2287,,,39,0,06/15/2020 12:00:00 AM,Not agree,Not agree
05/25/2021,PW,0,,,0,0,0,,,0,0,05/26/2021 01:48:32 PM,,
09/19/2020,AK,6753,,,94,0,61,,,1,0,09/19/2020 12:00:00 AM,N/A,N/A
01/20/2021,FL,1571840,,,11825,0,24578,,,142,0,01/21/2021 02:44:32 PM,Not agree,Not agree
12/08/2020,UT,219971,219971,0,2333,0,972,955,17,23,-1,12/09/2020 02:45:40 PM,Agree,Agree
01/22/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
11/28/2020,TX,1259657,,,4325,301,23898,,,177,0,11/30/2020 12:00:00 AM,Not agree,Not agree
03/24/2020,HI,102,,,9,0,0,,,0,,03/26/2020 12:22:39 PM,Not agree,Not agree
08/15/2020,NYC,232565,226773,5792,311,34,23332,18708,4624,6,3,08/13/2020 12:00:00 AM,Agree,Agree
08/13/2020,GA,234964,226611,8353,2816,200,4538,4538,0,82,0,08/14/2020 10:30:03 AM,Agree,Agree
05/27/2020,OK,6972,,,111,0,354,354,0,4,0,05/28/2020 12:00:00 AM,Not agree,Agree
11/07/2020,FL,825906,,,4380,1139,17100,,,86,8,11/08/2020 02:40:34 PM,Not agree,Not agree
05/27/2020,AS,0,,,0,0,0,,,0,0,05/28/2020 03:12:25 PM,,
07/18/2020,PW,0,,,0,0,0,,,0,0,07/19/2020 03:05:47 PM,,
09/22/2020,GA,323859,306533,17326,1209,207,6677,6677,0,73,0,09/23/2020 09:51:22 AM,Agree,Agree
05/13/2021,HI,33835,,,73,0,486,,,0,0,05/14/2021 02:07:22 PM,Not agree,Not agree
07/01/2020,NYC,218279,213350,4929,456,19,22973,18401,4572,19,3,06/29/2020 12:00:00 AM,Agree,Agree
10/14/2020,TX,805082,,,4826,0,17816,,,75,0,10/16/2020 12:00:00 AM,Not agree,Not agree
02/05/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
01/21/2021,AR,279220,,,3106,1150,4496,,,55,23,01/22/2021 02:51:49 PM,Not agree,Not agree
06/16/2020,UT,15141,15141,0,315,0,146,146,0,2,0,06/17/2020 03:06:04 PM,Agree,Agree
12/15/2020,AK,40876,,,272,0,262,,,3,0,12/15/2020 12:00:00 AM,N/A,N/A
02/23/2021,MP,143,143,0,0,0,2,2,0,0,0,02/24/2021 02:56:12 PM,Agree,Agree
10/01/2020,MA,132870,130461,2409,754,46,9500,9286,214,14,0,10/03/2020 12:00:00 AM,Agree,Agree
01/29/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/10/2021,AS,0,,,0,0,0,,,0,0,04/11/2021 01:50:11 PM,,
03/10/2021,AK,57516,,,146,0,330,,,1,0,03/10/2021 12:00:00 AM,N/A,N/A
01/27/2021,AR,288964,,,1777,637,4742,,,52,23,01/28/2021 02:49:07 PM,Not agree,Not agree
01/26/2020,GA,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
09/21/2020,FL,677362,,,1671,5,13317,,,21,-1,09/22/2020 01:51:57 PM,Not agree,Not agree
01/28/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
06/13/2021,OK,454884,358934,95950,99,35,7354,6265,1089,0,0,06/14/2021 03:07:59 PM,Agree,Agree
02/04/2021,OK,416150,330722,85428,1658,478,6377,5451,926,37,9,02/05/2021 12:00:00 AM,Agree,Agree
11/10/2020,NYC,279567,265445,14122,1159,370,23806,19142,4664,8,1,11/08/2020 12:00:00 AM,Agree,Agree
05/09/2021,MA,697398,653190,44208,858,203,17682,17330,352,15,-2,05/10/2021 02:15:36 PM,Agree,Agree
10/21/2020,PW,0,,,0,0,0,,,0,0,10/22/2020 01:34:46 PM,,
03/08/2020,MA,28,,,19,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/09/2021,PR,83119,77630,5489,489,139,1630,1350,280,14,6,01/10/2021 04:10:55 PM,Agree,Agree
02/17/2021,AS,4,,,0,0,0,,,0,0,02/18/2021 02:43:57 PM,,
06/05/2020,KS,10393,10393,0,223,0,232,,,10,0,06/06/2020 02:31:37 PM,Agree,N/A
10/16/2020,AS,0,,,0,0,0,,,0,0,10/17/2020 02:09:18 PM,,
06/21/2021,PW,2,,,0,0,0,,,0,0,06/22/2021 02:36:11 PM,,
03/05/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
05/28/2021,GA,1122711,895253,227458,545,184,20820,18052,2768,46,15,05/29/2021 01:33:02 PM,Agree,Agree
09/09/2020,GA,299621,285388,14233,2192,232,6128,6128,0,58,0,09/10/2020 10:02:53 AM,Agree,Agree
12/09/2020,PR,59458,57096,2362,496,74,1238,996,242,19,2,12/10/2020 02:50:16 PM,Agree,Agree
06/27/2020,TX,143366,,,5742,0,2987,,,83,0,06/29/2020 12:00:00 AM,Not agree,Not agree
08/08/2020,AS,0,,,0,0,0,,,0,0,08/09/2020 02:03:10 PM,,
06/11/2021,HI,35595,,,73,4,503,,,1,0,06/12/2021 02:13:34 PM,Not agree,Not agree
03/20/2021,PW,0,,,0,0,0,,,0,0,03/21/2021 01:54:01 PM,,
07/25/2021,KS,328257,264154,64103,495,108,5241,,,1,0,07/26/2021 01:52:25 PM,Agree,N/A
12/23/2020,TX,1636458,,,23363,3523,29260,,,241,0,12/25/2020 12:00:00 AM,Not agree,Not agree
03/03/2021,TX,2663414,,,7822,1619,46753,,,115,0,03/05/2021 12:00:00 AM,Not agree,Not agree
02/16/2021,HI,26819,,,16,0,423,,,0,0,02/17/2021 02:51:58 PM,Not agree,Not agree
03/15/2020,CO,144,,,95,,1,,,1,,03/26/2020 04:22:39 PM,Agree,Agree
01/24/2020,CO,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
01/16/2021,KS,256134,213432,42702,0,0,3502,,,0,0,01/17/2021 03:43:14 PM,Agree,N/A
04/01/2020,MP,8,,,6,,0,,,0,,03/31/2020 04:22:39 PM,Agree,Agree
08/06/2020,MA,111533,111533,,162,,8706,8501,205,15,0,08/08/2020 12:00:00 AM,Agree,Agree
10/19/2020,TX,828527,,,4748,0,18216,,,85,0,10/21/2020 12:00:00 AM,Not agree,Not agree
04/19/2021,AK,63696,,,116,0,341,,,0,0,04/19/2021 12:00:00 AM,N/A,N/A
11/25/2020,HI,17298,,,100,0,233,,,2,0,11/26/2020 02:44:21 PM,Not agree,Not agree
03/05/2021,KS,295861,240153,55708,752,0,4812,,,-4,0,03/06/2021 03:08:48 PM,Agree,N/A
05/21/2021,MP,181,181,0,5,0,2,2,0,0,0,05/22/2021 06:59:37 PM,Agree,Agree
03/01/2021,GA,1008660,819730,188930,2139,925,17376,15148,2228,81,1,03/02/2021 02:54:47 PM,Agree,Agree
07/28/2021,MP,183,183,0,0,0,2,2,0,0,0,07/29/2021 01:49:46 PM,Agree,Agree
07/18/2021,TX,3029285,,,2101,286,51651,,,11,0,07/19/2021 02:21:19 PM,Not agree,Not agree
07/08/2020,MA,104961,104961,,162,,8296,8094,202,28,0,07/10/2020 12:00:00 AM,Agree,Agree
10/26/2020,MP,92,92,0,0,0,2,2,0,0,0,10/27/2020 01:47:53 PM,Agree,Agree
02/20/2021,AK,55392,,,136,0,318,,,3,0,02/20/2021 12:00:00 AM,N/A,N/A
09/13/2020,HI,10741,,,80,0,99,,,2,0,09/14/2020 10:01:21 AM,Not agree,Not agree
06/17/2021,GA,1130083,900368,229715,408,107,21258,18368,2890,30,10,06/18/2021 01:48:26 PM,Agree,Agree
04/04/2020,UT,1428,,,182,,8,,,1,,04/03/2020 04:22:39 PM,Agree,Agree
04/15/2020,FL,21865,,,881,,614,,,43,,04/15/2020 04:22:39 PM,Not agree,Not agree
04/11/2021,AK,62488,,,97,0,341,,,0,0,04/11/2021 12:00:00 AM,N/A,N/A
02/13/2020,NYC,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
07/05/2021,OK,459524,362244,97280,226,47,7406,6312,1094,2,0,07/06/2021 01:52:24 PM,Agree,Agree
11/01/2020,PW,0,,,0,0,0,,,0,0,11/02/2020 02:53:09 PM,,
10/06/2020,UT,79439,79439,0,716,0,488,484,4,6,0,10/07/2020 01:45:01 PM,Agree,Agree
05/12/2020,HI,626,,,3,0,17,,,0,0,05/13/2020 11:26:08 AM,Not agree,Not agree
03/04/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
02/09/2020,HI,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Not agree,Not agree
03/22/2021,UT,381788,381788,0,159,0,2062,2004,58,0,0,03/23/2021 02:05:18 PM,Agree,Agree
12/11/2020,KS,185294,158086,27208,5491,964,2072,,,131,23,12/12/2020 02:59:37 PM,Agree,N/A
05/24/2020,KS,8958,8958,0,0,0,185,,,0,0,05/25/2020 02:12:49 PM,Agree,N/A
11/02/2020,AS,0,,,0,0,0,,,0,0,11/03/2020 02:57:05 PM,,
04/14/2021,MA,664943,624666,40277,2244,240,17436,17086,350,9,0,04/16/2021 12:00:00 AM,Agree,Agree
05/07/2021,AS,0,,,0,0,0,,,0,0,05/08/2021 01:45:22 PM,,
06/25/2020,PW,0,,,0,0,0,,,0,0,06/26/2020 07:18:27 PM,,
06/04/2021,PR,138949,122213,16736,76,29,2516,2163,353,1,0,06/05/2021 01:49:07 PM,Agree,Agree
03/03/2021,HI,27549,,,17,0,438,,,2,0,03/04/2021 03:08:33 PM,Not agree,Not agree
03/27/2020,NYC,36469,36398,71,4892,18,580,513,67,142,18,03/25/2020 12:00:00 AM,Agree,Agree
07/21/2020,AK,2044,,,90,0,28,,,0,0,07/21/2020 12:00:00 AM,N/A,N/A
09/24/2020,AS,0,,,0,0,0,,,0,0,09/25/2020 01:54:10 PM,,
05/06/2020,AR,3611,,,115,0,87,,,4,0,05/07/2020 10:59:02 PM,Not agree,Not agree
03/06/2021,PR,101632,93620,8012,305,21,2062,2062,0,3,-310,03/07/2021 02:51:40 PM,Agree,Agree
07/07/2021,UT,417653,417653,0,394,0,2387,2316,71,2,0,07/08/2021 02:26:57 PM,Agree,Agree
11/21/2020,KS,134533,118400,16133,0,-1154,1410,,,0,-15,11/22/2020 03:02:23 PM,Agree,N/A
03/22/2020,NYC,18253,18236,17,4010,3,133,118,15,50,3,03/20/2020 12:00:00 AM,Agree,Agree
11/14/2020,FL,862990,,,4405,1295,17489,,,44,3,11/15/2020 03:12:13 PM,Not agree,Not agree
12/05/2020,AK,35449,,,885,0,229,,,6,0,12/05/2020 12:00:00 AM,N/A,N/A
06/16/2020,CO,29442,26795,2647,143,14,1617,1291,326,12,0,06/17/2020 03:06:04 PM,Agree,Agree
06/01/2020,KS,10011,10011,0,292,0,217,,,9,0,06/02/2020 02:16:17 PM,Agree,N/A
06/10/2021,AS,0,,,0,0,0,,,0,0,06/11/2021 02:20:54 PM,,
03/16/2020,NYC,1944,1943,1,643,1,7,6,1,4,1,03/14/2020 12:00:00 AM,Agree,Agree
05/23/2021,FL,2267144,,,2005,369,36474,,,11,1,05/24/2021 01:46:58 PM,Not agree,Not agree
01/17/2021,GA,815995,680378,135617,6332,948,12296,11032,1264,5,2,01/18/2021 02:39:32 PM,Agree,Agree
09/05/2020,CO,58989,54980,4009,334,63,1971,1622,349,5,0,09/06/2020 02:09:04 PM,Agree,Agree
11/04/2020,WV,25987,23750,2237,394,90,472,,,3,0,11/05/2020 02:39:23 PM,Agree,Not agree
02/07/2021,PW,0,,,0,0,0,,,0,0,02/08/2021 02:53:12 PM,,
07/31/2020,CO,46809,43626,3183,605,11,1838,1498,340,16,1,08/01/2020 02:38:12 PM,Agree,Agree
08/30/2020,HI,8443,,,130,0,63,,,1,0,08/31/2020 10:05:56 AM,Not agree,Not agree
06/24/2020,MP,30,30,0,0,0,2,2,0,0,0,06/25/2020 02:07:27 PM,Agree,Agree
04/27/2021,CO,505268,472721,32547,2015,318,6264,5511,753,9,3,04/28/2021 03:20:12 PM,Agree,Agree
04/30/2021,FL,2191695,,,5218,1294,35161,,,77,5,05/01/2021 01:43:22 PM,Not agree,Not agree
01/02/2021,UT,281654,281654,0,1932,0,1294,1266,28,16,2,01/03/2021 02:53:25 PM,Agree,Agree
09/12/2020,KS,48386,46626,1760,0,0,511,,,0,0,09/13/2020 04:17:15 PM,Agree,N/A
06/08/2021,AR,342726,,,231,120,5852,,,3,1,06/09/2021 02:26:44 PM,Not agree,Not agree
08/31/2020,NYC,236710,230555,6155,153,25,23405,18773,4632,4,2,08/29/2020 12:00:00 AM,Agree,Agree
02/13/2020,PR,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,Agree,Agree
04/11/2021,AS,0,,,0,0,0,,,0,0,04/12/2021 01:39:29 PM,,
05/19/2021,TX,2926481,,,2015,355,50589,,,26,0,05/21/2021 12:00:00 AM,Not agree,Not agree
12/30/2020,AS,3,,,0,0,0,,,0,0,12/31/2020 02:55:07 PM,,
03/16/2021,FL,1947834,,,4699,1731,32449,,,101,3,03/17/2021 02:24:24 PM,Not agree,Not agree
06/13/2020,OK,10479,,,386,0,397,397,0,3,0,06/14/2020 12:00:00 AM,Not agree,Agree
05/04/2020,CO,16878,15169,1709,344,72,851,712,139,9,2,05/05/2020 05:25:08 PM,Agree,Agree
11/17/2020,AK,24059,,,641,0,160,,,1,0,11/17/2020 12:00:00 AM,N/A,N/A
05/26/2021,OK,452633,357172,95461,137,15,7293,6212,1081,2,0,05/27/2021 01:41:41 PM,Agree,Agree
02/25/2020,PW,0,,,0,,0,,,0,,03/26/2020 04:22:39 PM,,
06/27/2021,MP,183,183,0,0,0,2,2,0,0,0,06/28/2021 03:02:46 PM,Agree,Agree
08/23/2020,WV,9272,9097,175,87,0,178,,,2,0,08/24/2020 01:54:34 PM,Agree,Not agree
03/28/2020,AK,91,,,17,,4,,,1,,03/28/2020 12:00:00 AM,N/A,N/A
06/22/2021,HI,36066,,,18,-1,510,,,0,0,06/23/2021 03:24:06 PM,Not agree,Not agree
