Date,State,Cases_Total,Cases_White,Cases_Black,Cases_LatinX,Cases_Asian,Cases_AIAN,Cases_NHPI,Cases_Multiracial,Cases_Other,Cases_Unknown,Cases_Ethnicity_Hispanic,Cases_Ethnicity_NonHispanic,Cases_Ethnicity_Unknown,Deaths_Total,Deaths_White,Deaths_Black,Deaths_LatinX,Deaths_Asian,Deaths_AIAN,Deaths_NHPI,Deaths_Multiracial,Deaths_Other,Deaths_Unknown,Deaths_Ethnicity_Hispanic,Deaths_Ethnicity_NonHispanic,Deaths_Ethnicity_Unknown,Hosp_Total,Hosp_White,Hosp_Black,Hosp_LatinX,Hosp_Asian,Hosp_AIAN,Hosp_NHPI,Hosp_Multiracial,Hosp_Other,Hosp_Unknown,Hosp_Ethnicity_Hispanic,Hosp_Ethnicity_NonHispanic,Hosp_Ethnicity_Unknown,Tests_Total,Tests_White,Tests_Black,Tests_LatinX,Tests_Asian,Tests_AIAN,Tests_NHPI,Tests_Multiracial,Tests_Other,Tests_Unknown,Tests_Ethnicity_Hispanic,Tests_Ethnicity_NonHispanic,Tests_Ethnicity_Unknown
20201213,NE,148861,63391,3462,,1972,829,147,,2757,76303,17456,50372,81033,1373,700,48,,19,16,0,,17,573,118,572,683,4796,2970,251,,119,75,8,,141,1232,902,2358,1536,,,,,,,,,,,,,
20201213,NH,30956,15410,568,1923,454,29,11,152,543,11866,1923,17167,11866,603,503,9,17,4,0,0,0,1,69,17,517,69,861,638,35,85,32,1,0,4,7,59,85,717,59,,,,,,,,,,,,,
20201213,NJ,400650,109496,36312,81457,13074,,,,44719,115592,81457,203601,115592,17751,9444,3018,3457,929,,,,405,498,3457,13796,498,43834,16440,8134,11443,1976,,,,2299,3542,11443,28849,3542,,,,,,,,,,,,,
20201213,NM,119800,16772,1485,47261,958,20174,,,,33150,47261,39389,33150,1957,460,24,619,12,607,,,,235,619,1103,235,7878,1106,75,2430,68,2368,12,,162,1657,2430,3791,1657,,,,,,,,,,,,,
20201213,NV,186833,48306,10286,52357,10380,756,,,14996,49752,52357,84724,49752,2539,1126,231,534,261,19,,,5,363,534,1642,363,,,,,,,,,,,,,,1063513,276183,54702,88746,37931,5224,,,107610,493117,88746,481650,493117
20201213,NY,775160,,,,,,,,,775160,,,775160,35860,11118,8053,8314,2193,,,,2329,3853,8314,23693,3853,89995,13728,16592,18823,4408,,,,,36444,18823,34728,36444,,,,,,,,,,,,,
20201213,OH,562727,317680,63983,,8514,671,455,14551,31547,125326,18884,338164,205679,7492,5825,1054,,56,4,3,127,70,353,144,6707,641,31973,20983,6413,,466,50,46,1209,954,1852,1282,26290,4401,,,,,,,,,,,,,
20201213,OK,237668,135595,13964,,4810,22527,,,8279,52493,27572,139486,70610,2064,1489,123,,32,179,,,65,176,111,1622,331,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,OR,93853,41763,2418,,2958,1832,962,1588,23858,18474,27432,43921,22500,1155,756,30,,29,19,13,29,110,169,134,734,287,5395,3178,185,,197,145,108,93,1052,437,1208,3280,907,,,,,,,,,,,,,
20201213,PA,491802,224550,49946,,8902,,,,4473,203931,32820,120260,338722,12565,9580,1938,,224,,,,493,330,597,11638,330,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,PR,62431,,,,,,,,,62431,,,,1272,,,,,,,,,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,RI,70818,24484,4562,18983,987,144,0,475,881,20302,18983,31533,20302,1509,983,74,134,16,1,0,0,0,301,134,1074,301,5288,1979,422,1253,80,8,0,16,79,1451,1253,2584,1451,573689,133831,13541,38647,5054,4399,452,141,15429,362195,38647,172847,362195
20201213,SC,252206,111727,57101,,2381,,,,21693,59304,16999,146036,89171,4739,2434,1489,,34,,,,131,651,137,3464,1138,12874,6084,5134,,119,,,,672,865,709,10118,2047,,,,,,,,,,,,,
20201213,SD,91038,61657,1995,3129,1162,11145,,,2003,9947,3129,77962,9947,1259,967,5,13,13,155,,,11,95,13,1151,95,5174,3465,102,127,59,1015,,,73,333,127,4714,333,,,,,,,,,,,,,
20201213,TN,454305,259743,61902,,3695,527,296,,41799,86343,35125,274867,144313,5462,3945,1082,,34,6,3,,182,210,191,4855,416,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,TX,1472711,19552,10582,25189,892,,,,308,1416188,25189,31334,1416188,23911,8293,2405,12318,418,,,,117,360,12318,11233,360,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,UT,233904,137733,3324,56487,4640,3342,6539,,19437,24340,56487,153077,24340,1055,672,13,184,34,47,38,,73,62,184,809,62,9421,5484,163,2393,234,304,597,,812,218,2393,6810,218,1620671,1001829,19118,197834,26836,17132,22714,,100011,235197,197834,1112580,235197
20201213,VA,281909,104497,49369,51333,9070,359,,2962,7506,56813,51333,173763,56813,4411,2545,1094,362,176,7,,35,53,139,362,3910,139,16014,6185,4541,3682,690,13,,127,331,445,3682,11887,445,,,,,,,,,,,,,
20201213,VI,1791,,,,,,,,,1791,,,1791,23,,,,,,,,,23,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,VT,5753,4600,264,,256,6,,,92,535,128,4700,925,95,82,1,,2,1,,,2,7,0,87,8,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,WA,202063,53662,6814,40500,6764,1695,2405,3315,2050,84858,40500,76705,84858,2879,2004,86,383,198,60,46,38,50,14,383,2482,14,12525,4073,462,2043,549,153,277,140,172,4656,2043,5826,4656,,,,,,,,,,,,,
20201213,WI,468956,354024,31656,,10246,5866,,,26911,40253,50357,339122,79477,4339,3645,323,,73,61,,,77,160,270,3754,315,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,WV,63217,39938,1727,,,,,,868,20684,,,,968,686,18,,,,,,9,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201213,WY,39360,19968,313,3071,204,1757,107,,1094,10071,3071,23443,12846,321,252,1,19,4,34,1,,3,26,19,276,26,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,AK,38707,11438,1039,,1430,7631,1109,2748,4717,8595,2072,18210,18425,150,53,6,,14,55,10,6,3,3,4,121,25,847,257,33,,65,224,93,57,36,82,38,587,222,,,,,,,,,,,,,
20201209,AL,280187,85878,49086,,968,,,,26696,117559,9516,101020,169651,3985,2027,1202,,12,,,,107,637,90,2883,1012,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,AR,176652,109877,31267,,1589,495,2826,1236,9185,20177,22788,153863,1,2786,1983,446,,20,7,48,9,104,169,114,2672,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,AZ,382601,111109,10854,108605,4283,20485,,,15725,111540,108605,162456,111540,7081,3135,209,2075,75,742,,,122,723,2075,4283,723,28880,11700,1284,9960,414,2718,,,965,1839,9960,17081,1839,,,,,,,,,,,,,
20201209,CA,1420558,201864,41860,590747,60350,3090,5569,13480,107849,395749,590747,434062,395749,20243,6178,1449,9608,2340,66,99,180,140,183,9608,10452,183,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,CO,272346,62721,4820,28541,2451,871,435,1933,11384,159213,28541,84615,159190,3100,2054,145,564,85,18,5,78,183,501,564,2568,507,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,CT,140548,43148,11679,24587,1558,225,,2990,4979,51382,24587,64579,51382,5285,3866,739,492,57,2,,46,24,59,492,4734,59,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,DC,23854,5719,11218,,420,49,62,,6192,194,5515,16333,2006,704,72,521,93,9,,,,0,9,93,602,9,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,DE,42393,18458,10378,7958,759,,,,2437,2403,7958,32032,2403,803,535,200,53,2,,,,12,1,53,749,1,,,,,,,,,,,,,,450786,218956,82180,35728,10453,,,,41739,10453,35728,347317,61730
20201209,FL,1083362,329412,138639,329154,,,,,70868,215289,329154,484816,269392,19716,9959,3382,4817,,,,,810,748,4817,13289,1610,57957,24986,12000,15608,,,,,3072,2164,15608,38588,3761,,,,,,,,,,,,,
20201209,GA,456113,171634,124755,55598,8872,276,426,,11376,83176,55598,274112,126403,9921,4785,3496,551,162,10,7,,21,889,551,8447,923,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,GU,7039,335,,,2176,,3513,,378,,,,,113,,,,,,,,,113,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,HI,18741,1903,302,,4208,,5556,,522,6250,,,,266,24,5,,146,,76,,5,10,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,IA,251026,157069,7479,,4986,888,824,,2493,77287,17452,149589,82274,3021,2765,80,,44,10,13,,32,76,90,2930,0,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,ID,116203,61430,694,,723,1455,258,0,9315,42328,12980,44812,58410,1103,1031,8,,9,18,,,18,19,115,970,18,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,IL,812430,275220,75253,153319,15997,954,777,,27883,263027,153319,396084,263027,14613,7608,2749,2309,484,18,13,,85,1347,2309,10957,1347,,,,,,,,,,,,,,11367345,3638403,844999,811930,419801,8916,11449,,346597,5285250,811930,5270165,5285250
20201209,IN,398417,256571,27081,,5132,,,,45457,64176,26401,191568,180448,6506,4385,593,,32,,,,833,663,145,3220,3141,,,,,,,,,,,,,,2352854,1589658,176905,,42724,,,,274349,269218,89127,1085360,1178367
20201209,KS,179803,122209,9171,,3142,1238,,,10466,33577,27822,104909,47072,1941,1479,134,,28,19,,,135,146,168,1554,219,5654,4176,515,,120,44,,,472,327,997,4148,509,876052,520846,39011,,15089,5181,,,52448,243477,66182,465885,343985
20201209,KY,209136,134063,15338,,2049,416,160,8085,,49025,9878,139799,59459,2118,1687,202,,15,0,0,49,,165,48,1827,243,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,LA,258914,113834,84247,,12785,742,289,,20905,26112,,,258914,6684,3713,2843,,45,7,8,,27,41,173,6196,315,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,MA,269412,75918,17223,54567,5579,,,,16683,99442,54567,115403,99442,11007,8145,828,758,270,,,,760,246,758,10003,246,14397,7222,1596,2228,481,,,,1275,1595,2228,10574,1595,,,,,,,,,,,,,
20201209,MD,222653,69171,65894,40932,4449,,,,10126,32081,40932,149640,32081,4962,2263,1906,514,175,,,,49,55,514,4393,55,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,ME,14454,11266,1266,,209,47,8,86,335,1237,331,11446,2677,246,196,5,,0,0,0,0,4,41,1,180,65,819,675,47,,15,2,0,2,15,63,13,695,111,,,,,,,,,,,,,
20201209,MI,448418,246772,49983,,6530,2272,,18245,25445,99171,23251,279263,145904,10706,6619,2973,,114,42,,173,261,524,272,8587,1847,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,MN,363719,235336,29173,32444,14830,3144,381,4548,5158,38705,32444,292570,38705,4109,3342,238,145,154,59,2,41,18,110,145,3854,110,18809,10709,2263,1654,1049,297,16,326,180,2315,1654,14840,2315,,,,,,,,,,,,,
20201209,MO,330846,151296,30272,,2647,629,30,66,49892,96045,12439,160294,158113,4383,2333,657,,30,7,0,0,1027,329,99,3291,991,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,MP,113,,,,,,,,,113,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,MS,170672,73697,60055,4111,658,1534,,,7341,23276,4111,111496,55065,4041,1989,1746,48,11,91,,,54,102,48,3336,657,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,MT,70133,41675,315,,220,6552,,,4798,16573,1569,40844,27720,771,392,,,,155,,,31,193,,,,2572,1859,20,,,410,,,,283,,,,,,,,,,,,,,,,
20201209,NC,410527,207572,73007,,6337,5414,,,44808,73389,70644,200250,139633,5661,3410,1508,,67,74,,,347,255,414,4528,719,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,ND,86149,44405,2496,,1165,3392,,977,187,30359,,,86149,1086,,,,,,,,,1086,,,1086,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,NE,143924,63391,3462,,1972,829,147,,2757,71366,17456,50372,76096,1294,700,48,,19,16,0,,17,494,118,572,604,4699,2970,251,,119,75,8,,141,1135,902,2358,1439,,,,,,,,,,,,,
20201209,NH,27592,14046,535,1802,430,29,11,139,376,10224,1802,15566,10224,570,483,9,16,4,0,0,0,1,57,16,497,57,851,631,34,85,32,1,0,4,7,57,85,709,57,,,,,,,,,,,,,
20201209,NJ,381486,103794,34863,77750,12408,,,,41014,111657,77750,192079,111657,17542,9444,3018,3457,929,,,,405,289,3457,13796,289,43075,16095,8013,11259,1938,,,,2225,3545,11259,28271,3545,,,,,,,,,,,,,
20201209,NM,112950,15575,1389,43711,903,19065,,,,32307,43711,36932,32307,1823,460,24,619,12,607,,,,101,619,1103,101,7597,1106,75,2430,68,2368,12,,162,1376,2430,3791,1376,,,,,,,,,,,,,
20201209,NV,176334,43438,9811,50562,9888,718,,,14032,47885,50562,77887,47885,2384,1079,225,521,251,18,,,5,285,521,1578,285,,,,,,,,,,,,,,1039942,268613,53301,85209,36800,5144,,,105118,485757,85209,468976,485757
20201209,NY,733064,,,,,,,,,733064,,,733064,35458,10946,8026,8282,2177,,,,2304,3723,8282,23453,3723,89995,13538,16473,18586,4320,,,,,37078,18586,34331,37078,,,,,,,,,,,,,
20201209,OH,520112,295583,60059,,8070,617,430,13365,29341,112647,17913,315261,186938,7187,5598,1030,,56,4,3,123,64,309,142,6483,562,30690,20091,6225,,454,47,46,1153,928,1746,1255,25273,4162,,,,,,,,,,,,,
20201209,OK,222993,127185,13251,,4606,21024,,,7821,49106,25674,126653,70666,1945,1394,116,,32,175,,,61,167,105,1497,343,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,OR,88287,40418,2357,,2827,1759,949,1548,23271,15158,26772,42618,18897,1110,737,28,,29,19,13,29,107,148,132,718,260,5240,3088,182,,190,141,107,91,1023,418,1172,3200,868,,,,,,,,,,,,,
20201209,PA,445317,200753,46530,,8217,,,,4077,185740,30247,109794,305276,11762,8576,1860,,207,,,,470,649,567,10546,649,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,PR,58962,,,,,,,,,58962,,,,1219,,,,,,,,,1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,RI,68299,24484,4562,18983,987,144,0,475,881,17783,18983,31533,17783,1484,983,74,134,16,1,0,0,0,276,134,1074,276,5216,1979,422,1253,80,8,0,16,79,1379,1253,2584,1379,566029,133831,13541,38647,5054,4399,452,141,15429,354535,38647,172847,354535
20201209,SC,239444,105924,54717,,2246,,,,20256,56301,16336,138464,84644,4612,2353,1468,,33,,,,127,631,131,3369,1112,12527,5875,5036,,119,,,,652,845,697,9825,2005,,,,,,,,,,,,,
20201209,SD,88023,59437,1969,3052,1146,10832,,,1933,9654,3052,75317,9654,1147,882,5,11,11,147,,,11,80,11,1056,80,4974,3317,99,123,56,985,,,71,323,123,4528,323,,,,,,,,,,,,,
20201209,TN,422962,242736,59041,,3493,486,270,,39723,77213,33976,260879,128107,5171,3726,1052,,34,6,3,,172,178,184,4643,344,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,TX,1283674,19214,10443,24913,886,,,,306,1227912,24913,30849,1227912,23081,7630,2316,11786,398,,,,112,839,11786,10456,839,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,UT,222545,130160,3182,54302,4459,3187,6297,,18816,23248,54302,144995,23248,995,622,12,179,34,46,38,,72,53,179,763,53,9105,5273,160,2319,226,292,590,,792,214,2319,6572,214,1573311,967559,18444,191439,25886,16486,21963,,98104,233430,191439,1075556,233430
20201209,VA,267128,98049,47253,49899,8587,343,,2782,7072,53143,49899,164086,53143,4281,2465,1063,358,171,7,,30,53,134,358,3789,134,15592,5961,4429,3640,672,13,,121,322,434,3640,11518,434,,,,,,,,,,,,,
20201209,VI,1698,,,,,,,,,1698,,,1698,23,,,,,,,,,23,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,VT,5285,4300,244,,212,6,,,84,439,119,4400,766,86,76,0,,2,1,,,2,5,0,80,6,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,WA,189863,51144,6543,38716,6361,1599,2334,3157,1976,78033,38716,73114,78033,3016,2062,91,395,201,63,49,41,52,62,395,2559,62,11996,3932,452,2000,539,148,269,134,169,4353,2000,5643,4353,,,,,,,,,,,,,
20201209,WI,452180,340867,30654,,9845,5642,,,26188,38984,48864,326536,76780,4142,3471,320,,72,58,,,73,148,263,3587,292,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,WV,58462,36968,1649,,,,,,819,19026,,,,901,660,17,,,,,,9,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201209,WY,37885,19247,296,2968,197,1713,103,,1050,9617,2968,22606,12311,299,233,1,17,4,32,1,,,26,17,256,26,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,AK,37036,11070,1004,,1353,7323,1083,2605,4477,8121,1864,17628,17544,143,50,6,,13,54,9,6,3,2,1,118,24,799,239,33,,59,216,87,56,32,77,25,563,211,,,,,,,,,,,,,
20201206,AL,269877,82826,47761,,852,,,,26220,112218,9404,98657,161816,3889,1987,1187,,12,,,,107,596,90,2835,964,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,AR,170924,105631,30253,,1538,463,2734,1196,8888,20221,22049,148874,1,2660,1872,429,,20,7,48,9,101,174,111,2549,21,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,AS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,AZ,364276,106448,10436,104799,4082,20053,,,14941,103517,104799,155960,103517,6950,3066,203,2041,75,727,,,117,721,2041,4188,721,28248,11383,1259,9778,399,2690,,,925,1814,9778,16656,1814,,,,,,,,,,,,,
20201206,CA,1341700,189230,39711,562444,56678,2949,5241,12698,99524,373225,562444,406031,373225,19876,6022,1431,9515,2291,65,97,174,114,167,9515,10194,167,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,CO,260581,82552,6227,77705,2996,1198,677,3100,1719,84428,77705,98469,84407,3356,2053,150,747,83,19,7,75,20,199,747,2407,202,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,CT,127715,40184,11267,23092,1475,191,,2452,3988,45066,23092,59557,45066,5146,3760,727,475,56,1,,45,24,58,475,4613,58,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,DC,23136,5531,10846,,402,48,60,,6078,171,5364,15791,1981,697,70,517,92,9,,,,0,9,92,596,9,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,DE,39912,17298,9804,7585,700,,,,2236,2289,7585,30038,2289,793,527,198,53,2,,,,12,1,53,739,1,,,,,,,,,,,,,,440766,213710,80219,34648,10150,,,,40634,10150,34648,338727,61405
20201206,FL,1058074,320153,136188,319897,,,,,68934,212902,319897,472954,265223,19423,9772,3346,4778,,,,,798,729,4778,13057,1588,57185,24574,12000,15454,,,,,3038,2119,15454,38025,3706,,,,,,,,,,,,,
20201206,GA,443822,167036,121988,54449,8597,272,416,,10997,80067,54449,266659,122714,9806,4717,3473,542,160,10,7,,21,876,542,8360,904,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,GU,7004,335,,,2176,,3513,,378,,,,,113,,,,,,,,,113,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,HI,18527,1780,296,,4020,,5358,,500,6573,,,,262,20,5,,137,,71,,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,IA,246055,153937,7330,,4886,888,824,,2443,75747,17104,146607,80634,2683,2106,71,,34,5,13,,8,444,94,2102,486,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,ID,110510,58632,677,,698,1390,247,0,8943,39923,12650,42979,54880,1035,967,7,,9,18,,,16,18,111,908,16,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,IL,787573,265890,73391,149496,15465,926,762,,27031,254612,149496,383465,254612,14116,7327,2695,2252,475,17,13,,82,1255,2252,10609,1255,,,,,,,,,,,,,,11101214,3553071,826395,793225,411283,8705,11246,,340271,5157018,793225,5150971,5157018
20201206,IN,381617,241487,25489,,4880,,,,42977,66784,25524,182580,173513,6242,4172,571,,29,,,,787,683,138,3084,3020,,,,,,,,,,,,,,2309879,1546100,171535,,41792,,,,263976,286476,87096,1060610,1162173
20201206,KS,168295,114362,8690,,2919,1169,,,9753,31402,26611,98015,43669,1786,1359,126,,26,16,,,124,135,165,1417,204,5417,3992,499,,116,44,,,450,316,980,3955,482,845186,500067,37722,,14411,4967,,,50756,237263,64012,448007,333167
20201206,KY,200632,129175,14867,,1991,401,154,7796,,46248,9846,134528,56258,2072,1645,201,,14,0,0,49,,163,46,1786,240,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,LA,251123,102492,78152,,11910,653,256,,19534,38126,,,251123,6584,3592,2792,,44,7,8,,27,114,175,6019,390,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,MA,256844,75918,17223,54567,5579,,,,16683,86874,54567,115403,86874,11004,8145,828,758,270,,,,760,243,758,10003,243,14397,7222,1596,2228,481,,,,1275,1595,2228,10574,1595,,,,,,,,,,,,,
20201206,MD,215027,66317,63725,39924,4276,,,,9764,31021,39924,144082,31021,4846,2194,1874,511,174,,,,48,45,511,4290,45,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,ME,13348,10371,1218,,202,46,6,83,316,1106,324,10667,2357,227,169,5,,0,0,0,0,4,49,1,159,67,768,599,47,,15,2,0,1,15,89,13,622,133,,,,,,,,,,,,,
20201206,MI,426576,234082,47701,,6205,2171,,17702,24271,94444,22161,265148,139267,10321,6339,2924,,112,39,,165,251,491,265,8279,1777,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,MN,350862,226410,28329,31207,14141,2987,366,4301,4950,38171,31207,281484,38171,3984,3238,235,142,147,58,2,41,18,103,142,3739,103,18233,10709,2263,1654,1049,297,16,326,180,1739,1654,14840,1739,,,,,,,,,,,,,
20201206,MO,322298,146227,29651,,2578,612,30,64,48893,94272,12150,155605,154543,4192,2213,651,,28,7,0,0,986,307,99,3172,920,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,MP,109,,,,,,,,,109,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,MS,163458,69913,57931,4026,626,1514,,,7201,23720,4026,106912,53993,3949,1930,1718,48,11,91,,,52,111,48,3261,652,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,MT,67875,40318,304,,207,6403,,,4562,16081,1517,39531,26827,736,392,,,,155,,,31,158,,,,2062,1859,20,,,410,,,,-227,,,,,,,,,,,,,,,,
20201206,NC,394990,199782,70492,,6111,5236,,,43388,69981,69010,193293,132687,5543,3324,1486,,66,74,,,342,251,409,4426,708,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,ND,82981,44405,2496,,1165,3392,,977,187,30359,,,82981,1019,,,,,,,,,1019,,,1019,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,NE,138568,63391,3462,,1972,829,147,,2757,66010,17456,50372,70740,1194,700,48,,19,16,0,,17,394,118,572,504,4547,2970,251,,119,75,8,,141,983,902,2358,1287,,,,,,,,,,,,,
20201206,NH,24771,12904,513,1737,415,28,9,136,340,8689,1737,14345,8689,564,480,9,16,4,0,0,0,1,54,16,494,54,849,630,34,85,31,1,0,4,7,57,85,707,57,,,,,,,,,,,,,
20201206,NJ,368016,99217,33716,75211,11926,,,,38447,109499,75211,183306,109499,17321,9200,2979,3393,916,,,,378,455,3393,13473,455,42456,15756,7930,11126,1915,,,,2175,3554,11126,27776,3554,,,,,,,,,,,,,
20201206,NM,108088,14699,1329,39700,864,18266,,,,33230,39700,35158,33230,1749,416,21,535,12,565,,,,200,535,1014,200,7321,997,68,2181,62,2215,11,,130,1657,2181,3483,1657,,,,,,,,,,,,,
20201206,NV,168139,43427,9444,48703,9440,692,,,13398,43035,48703,76401,43035,2315,1036,217,496,241,17,,,5,303,496,1516,303,,,,,,,,,,,,,,1021786,262940,52161,81369,35605,5060,,,103258,481393,81369,459024,481393
20201206,NY,705827,,,,,,,,,705827,,,705827,35211,10853,8004,8263,2170,,,,2305,3616,8263,23332,3616,89995,13369,16363,18420,4273,,,,,37570,18420,34005,37570,,,,,,,,,,,,,
20201206,OH,475024,274098,56679,,7676,577,407,12641,27351,95595,17051,293315,164658,6959,5405,1015,,55,4,3,118,64,295,139,6286,534,29233,19088,6026,,446,45,46,1093,897,1592,1220,24140,3873,,,,,,,,,,,,,
20201206,OK,216486,121404,12778,,4459,20094,,,7487,50264,25674,126653,64159,1896,1364,114,,30,165,,,60,163,105,1497,294,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,OR,84496,37129,2219,,2554,1626,915,1465,21836,16752,25299,39505,19692,1033,662,26,,25,19,11,27,104,159,128,656,249,4859,2856,170,,168,131,103,84,986,361,1134,2986,739,,,,,,,,,,,,,
20201206,PA,420114,188251,44658,,7857,,,,3880,175468,28867,103669,287578,11331,8576,1860,,207,,,,470,218,567,10546,218,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,PR,56671,,,,,,,,,56671,,,,1192,,,,,,,,,1192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,RI,62137,20585,4152,16951,838,129,0,391,744,18347,16951,26839,18347,1413,925,73,128,15,1,0,0,0,271,128,1014,271,4843,1752,395,1159,73,6,0,15,70,1373,1159,2311,1373,545059,125391,13159,36760,4799,4302,443,141,14927,345137,36760,163162,345137
20201206,SC,232099,102547,53232,,2169,,,,19240,54911,15974,134042,82083,4566,2323,1456,,32,,,,124,631,129,3329,1108,12380,5796,4985,,117,,,,647,835,690,9706,1984,,,,,,,,,,,,,
20201206,SD,85991,57985,1947,2983,1132,10611,,,1904,9429,2983,73579,9429,1110,852,5,11,11,144,,,11,76,11,1023,76,4835,3210,98,122,56,968,,,67,314,122,4399,314,,,,,,,,,,,,,
20201206,TN,400594,229554,56789,,3328,457,257,,38081,72128,33101,248908,118585,4943,3553,1025,,34,5,3,,165,158,183,4448,312,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,TX,1249323,19214,10443,24913,886,,,,306,1193561,24913,30849,1193561,22594,7630,2316,11786,398,,,,112,352,11786,10456,352,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,UT,215407,125525,3102,52876,4339,3092,6145,,18421,22446,52876,140085,22446,939,591,11,169,31,43,35,,68,53,169,717,53,8822,5076,157,2268,216,284,581,,772,207,2268,6347,207,1536932,943194,17959,186510,25255,16102,21394,,96584,229934,186510,1049480,229934
20201206,VA,255053,93222,45571,48701,8158,325,,2633,6593,49850,48701,156502,49850,4200,2411,1050,356,169,7,,26,53,128,356,3716,128,15295,5801,4356,3611,658,13,,117,318,421,3611,11263,421,,,,,,,,,,,,,
20201206,VI,1633,,,,,,,,,1633,,,1633,23,,,,,,,,,23,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,VT,5015,4100,240,,195,6,,,78,396,115,4200,700,79,73,0,,2,1,,,2,1,0,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,
20201206,WA,177447,48982,6303,37505,6032,1555,2253,2999,1904,69914,37505,70028,69914,2925,2002,89,387,194,65,48,39,51,50,387,2488,50,11544,3822,440,1956,519,145,265,133,165,4099,1956,5489,4099,,,,,,,,,,,,,
20201206,WI,441067,332225,29832,,9549,5521,,,25663,38277,47826,318219,75022,3952,3308,308,,69,55,,,72,140,254,3428,270,,,,,,,,,,,,,,,,,,,,,,,,,,
