/id,/fields/Annotation Summary,/fields/State,/fields/States Daily Column,/fields/Metric,/fields/Annotation,/fields/Evidence For,/fields/Evidence Type,/fields/Evidence,/fields/Evidence Source Link,/fields/Last Checked,/createdTime,/fields/Media/Outreach As Of,/fields/Media/Outreach Out of Date,/fields/MetricTitle,/fields/Excludes
recFXb1M8hloTvlQZ,unclear policy for tests after positives according to website,IL,Total Tests (PCR),"IL primary > title ""Coronavirus Disease 2019 (COVID-19) in Illinois"" > ""Total Tests Performed""",unclear policy for tests after positives,Repeat Positives,website,The IL dashboard doesn't clearly describe any policy about repeat tests.,https://www.dph.illinois.gov/covid19/covid19-statistics,2020-10-28,2021-01-28T21:51:47.000Z,,,,
reca2k9Qv8GLApYFk,N/A tests after positives according to website,WI,Total PCR Tests (People),"WI dash > title ""Wisconsin COVID-19 Summary Statistics"" > title ""Testing"" >  ""Total People Tested""",N/A tests after positives,Repeat Positives,website,"A footnote on Wisconsin's dashboard: ""Testing data represents the number of people tested by the diagnostic test that detects the virus in the nose or throat (and not a blood test that detects antibodies). Multiple tests per person are not included in thes",https://www.dhs.wisconsin.gov/covid-19/data.htm,,2021-01-28T21:51:47.000Z,,,,
recQBf23LFtndieto,all tests after positive included according to website,WI,Total Test Encounters (PCR),"long calculation This formula sums daily PCR test encounters to get a cumulative number. long calculation > hover over ""# WI PCR Testing Encounters"" > click play button > number under ""Last run at..."" row note: long calculation is in cell E2 of WS2",all tests after positive included,Repeat Positives,website,"Wisconsin states on the dashboard > chart ""7-day percent positive, comparison of test and person"" > Understanding our data: What does this chart mean? > ""For percent positive by test, a person is counted each time they have a test performed. Therefore, if ",https://www.dhs.wisconsin.gov/covid-19/data.htm,2020-12-08,2021-01-28T21:51:47.000Z,,,,
recPINcltClezGFU6,all tests after positive excluded according to website,GU,Total Tests (PCR),"updates: Monday - Friday GU primary > most recent JIC release > table ""COVID-19 DIAGNOSTIC TESTING ON GUAM"" > row ""MOLECULAR TEST"" > column ""TOTAL""",all tests after positive excluded,Repeat Positives,website,"From the Situation Report on the dashboard: ""Total tests is defined as the number of tests with conclusive results not including follow-up testing for known COVID-19 cases.""
There is some language of both ""people"" and ""samples"" when they refer to it in the",http://dphss.guam.gov/covid-19/,2020-10-28,2021-01-28T21:51:47.000Z,,,,
recLKf1bfnHtQkrbV,N/A tests after positives according to website,IN,Total PCR Tests (People),"IN primary > ""Total Individuals Tested""",N/A tests after positives,Repeat Positives,website,"From IN's methodology PDF: ""The positive test rate for 'Individuals'
calculates the positivity of unique individuals who have been tested for COVID-19. Using the 'Individuals' methodology, a person is only counted once (even if that person is tested multip",https://www.coronavirus.in.gov/map/positive-test-rate.pdf,2020-10-28,2021-01-28T21:51:47.000Z,,,,
rec594IpvQ0FzUMZk,all tests after positive excluded according to website,WA,Total Test Encounters (PCR),"WA dash > tab ""Testing"" > ""XXXXXXX test results do not have an assigned county..."" note: we need the larger number",all tests after positive excluded,Repeat Positives,website,"Dashboard > Technical Notes > Testing: ""August 25:  DOH changed the methodology for reporting out testing results. Effective today, total number of tests will be reported on the data dashboard instead of the total individuals who were tested. New positive ",https://www.doh.wa.gov/Emergencies/COVID19/DataDashboard#notes,2020-10-28,2021-01-28T21:51:47.000Z,,,,
recScPswO7q4RrdrI,repeat positives excluded according to website,HI,Total Test Encounters (PCR),"HI primary > ""Total COVID-19 Tests""",repeat positives excluded,Repeat Positives,website,"From the Learn more about these metrics link on the state page: "" An individual can only contribute one new positive test but can contribute multiple negative tests over time. This is because when using lab testing data for surveillance and monitoring, we ",https://health.hawaii.gov/coronavirusdisease2019/why-track-these-numbers/,2020-10-28,2021-01-28T21:51:47.000Z,,,,
recLx4FQIzvWhzatb,all tests after positive included according to website,IN,Total Tests (PCR),"IN primary > ""Total Tests Administered""",all tests after positive included,Repeat Positives,website,"From the IN state page tooltip on the data, it says: ""Total number of tests administered refers to the total number of PCR or antigen tests that have been conducted and counts all PCR or antigen tests for a single individual who was tested multiple times. ",https://www.coronavirus.in.gov/2393.htm,2020-10-28,2021-01-28T21:51:47.000Z,,,,
rec9Fq2hzDlerQFs6,repeat positives excluded according to website,KS,Total PCR Tests (People),"updates: Monday, Wednesday, Friday KS dash > tab ""Testing Rates"" > section ""Overall Testing"" > ""People""",repeat positives excluded,Repeat Positives,website,"On KS's dashboard > Testing Rates: ""The number of people tested represents any Kansas resident that was tested for the SARS-CoV-2 virus by a diagnostic test (e.g., PCR, antigen). Data as reported by laboratories into the KDHE electronic disease surveillanc",https://www.coronavirus.kdheks.gov/160/COVID-19-in-Kansas,2020-10-28,2021-01-28T21:51:47.000Z,,,,
recq0k2DotaPEX9cH,unclear policy for tests after positives according to website,KY,Total Tests (PCR),"KY primary > link (pdf) ""KY COVID-19 Daily Report"" > table ""Testing Type Summary"" > ""Total PCR Tests""",unclear policy for tests after positives,Repeat Positives,website,"KY's data definition does make a reference to the fact that total test numbers include ""repeat testing of individuals"" and we know from outreach in June that testing data ""refers to the actual number of tests completed not number of people"" but we don't ha",https://chfs.ky.gov/agencies/dph/covid19/COVID19DailyReport.pdf,2020-10-28,2021-01-28T21:51:47.000Z,2020-06-16,,,
recY9ORIOjTGE4D5e,unclear policy for tests after positives according to website,MA,Total Tests (PCR),"MA primary > button ""Today's Overview"" > title âTesting"" > ""Tests Reported"" note: the second number in this section",unclear policy for tests after positives,Repeat Positives,website,"On the state page link to daily dashboard > glossary of terms: Total Tests: This represents the total number of tests done and includes people who have had multiple tests.

Does not comment specifically on handling after positives.",https://www.mass.gov/info-details/covid-19-response-reporting,2020-11-05,2021-01-28T21:51:47.000Z,,,,
recDUV7V55ogQW3YG,N/A tests after positives according to website,MA,Total PCR Tests (People),"long calculation This formula sums the timeseries of new PCR tests (people) to get a cumulative number.  long calculation > hover over ""# MA"" > click play button > title ""Download link"" > ""PCR Total People"" note: long calculation link can be found in cell ",N/A tests after positives,Repeat Positives,website,"On the state page link to daily dashboard > glossary of terms: ""Persons Tested: This represents the total number of persons who had at least one test done. If a person had more than one test, they are still counted only once.""",https://www.mass.gov/info-details/covid-19-response-reporting,2020-10-28,2021-01-28T21:51:47.000Z,,,,
recuZsK0rQd17BSoj,all tests after positive included according to website,MD,Total Tests (PCR),"MD dash > ""Testing Volume""",all tests after positive included,Repeat Positives,website,"From data dashboard FAQ - ""Testing volume data represent the static daily total of PCR COVID-19 tests electronically reported. This count does not include test results submitted by labs and other clinical facilities through non-electronic means...Testing v",https://phpa.health.maryland.gov/Documents/faq_covid19_data_dashboard_083120pdf.pdf,2020-10-29,2021-01-28T21:51:47.000Z,,,,
rec17ZLeFWuobZkMV,N/A tests after positives according to website,MD,Total PCR Tests (People),calculated: MD dash > {Confirmed Cases  +  Persons Tested Negative},N/A tests after positives,Repeat Positives,website,"From the data dashboard FAQ section Testing Volume: ""A person will be counted multiple times in testing volume data but not in positive or negative case numbers."" Section on Persons Tested Negative: ""Persons tested negative are those who tested negative at",https://phpa.health.maryland.gov/Documents/faq_covid19_data_dashboard_083120pdf.pdf,2020-10-29,2021-01-28T21:51:47.000Z,,,,
rec5MfBmEjGRXVZcx,all tests after positive included according to outreach,ME,Total Tests (PCR),"ME dash > table ""All Reported COVID-19 Tests in Maine"" > column ""Molecular Testing"" > row ""Total"" note: this metric is updated monday - friday, if this metric does not update, leave the previous value in the cell ",all tests after positive included,Repeat Positives,outreach,"From outreach on 9/3: ""The testing data that are updated daily on our webpage reflect the number of tests reported to us, broken down by antibody and molecular. Antigen tests are included in the molecular category.""",https://app.slack.com/client/TUPV6BFR9/C0124MP2E5C/thread/C0124MP2E5C-1599164042.025000,2020-10-29,2021-01-28T21:51:47.000Z,2020-09-03,,,
rect7Czbz79Yo641p,all tests after positive included according to outreach,MI,Total Tests (PCR),"MI dash > tab ""Current Status"" > table ""Laboratory Testing"" > column ""Tests Performed"" > row ""Diagnostic""",all tests after positive included,Repeat Positives,outreach,"""CTP reporter question to MI DHHS on 10/27: We have learned that some states are excluding repeat positive results for an individual after their first positive test even while counting repeat negative tests. Does your total diagnostic tests metric count re",https://app.slack.com/client/TUPV6BFR9/C010RFJ0ZD3/thread/C012C4BEAR4-1603976468.259800,2020-10-29,2021-01-28T21:51:47.000Z,2020-10-27,,,
recats2uC8iaorQ8V,all tests after positive included according to website,MN,Total Test Encounters (PCR),"MN primary > title ""Testing"" >""Total approximate number of completed PCR tests (cumulative):""",all tests after positive included,Repeat Positives,website,"From state page > section Testing >more about testing data: ""Testing numbers show how many total tests have been done for people who live in Minnesota. Some people get tested more than once.
Testing data is reported per test to account for changes in testi",https://www.health.state.mn.us/diseases/coronavirus/situation.html#testingm1,2020-10-29,2021-01-28T21:51:47.000Z,,,,
recNGeRXf694jGPAt,N/A tests after positives according to outreach,MN,Total PCR Tests (People),"MN primary > title ""Testing"" > ""Total approximate number of people tested""",N/A tests after positives,Repeat Positives,outreach,"From 9/18 TTU Outreach: ""...Minnesota reports testing at the encounter level, not the specimen level.  We understand that the language on our website may not make that clear, and we are working on updating our language to note that people who have multiple",https://app.slack.com/client/TUPV6BFR9/C012C4BEAR4,2020-10-29,2021-01-28T21:51:47.000Z,2020-09-18,,,
recVfKI2lUqe93sU7,all tests after positive included according to website,MO,Total Tests (PCR),"MO dash > tab ""Detail:Testing"" > graph ""Test Results by Test Type"" > column ""Total Tests"" > row ""PCR""",all tests after positive included,Repeat Positives,website,"On the dashboard text for New Tests in past 7 days states: The number of total PCR tests in the past week."" No other info provided.",https://showmestrong.mo.gov/data/public-health/,2020-10-29,2021-01-28T21:51:47.000Z,,,,
recBOIcmF9u0VrJJG,N/A tests after positives according to website,MO,Total PCR Tests (People),"MO dash > tab ""Detail:Testing"" > table ""Individuals Tested by Test Type"" > column ""Total Individuals Tested"" > row ""PCR""",N/A tests after positives,Repeat Positives,website,"On the dashboard text for Positivity Rate states: ""uses number of individuals, since many people take multiple tests."" In the hover over the postivity data state method on same dashboard states the state data uses individuals since it ""de-duplicates indivi",https://showmestrong.mo.gov/data/public-health/,2020-10-29,2021-01-28T21:51:47.000Z,,,,
recRejzI7ThmDm7oG,"death certificates (part I) deaths source, death certificates (part II) deaths source according to website",CA,Deaths (confirmed and probable),"CA dash > ""California Deaths""","death certificates (part I) deaths source, death certificates (part II) deaths source",Deaths Sources,website,"""COVID-related deaths as reported by local health department, beginning March 19, 2020. This determination is made by local health departments based on the cause of death reported on death certificates. It is expected that, to be counted, COVID is the caus",https://covid19.ca.gov/data-and-tools/,2021-01-16,2021-01-28T21:51:47.000Z,,,,
recJySqc6nQydrKvD,all tests after positive included according to outreach,MS,Total Tests (PCR),"updates: weekly MS primary > title ""COVID-19 Testing"" > table > column ""PCR"" > row ""Total tests for COVID-19 statewide"" note: if this metric does not update, leave the previous value in the cell ",all tests after positive included,Repeat Positives,outreach,"Per TTU outreach on 9/8/2020, MS reports ""Total tests performed, not individuals tested. No on individuals. The data is historical, it reflects total testing since pandemic started."" In a follow-up question regarding whether there's any deduplication, MS d",https://app.slack.com/client/TUPV6BFR9/C0124MP2E5C,2020-10-30,2021-01-28T21:51:47.000Z,2020-09-08,,,
recmwriwdjoMiDlEG,all tests after positive included according to website,MT,Total Tests (PCR),"MT dash > tab ""MT COVID-19 Cases"" > ""Total Tests""",all tests after positive included,Repeat Positives,website,"From Dashboard More Information link below main frame: ""Total Tests/New Tests Indicator - Total number of tests run and the daily number of tests run.""",https://ago-item-storage.s3.us-east-1.amazonaws.com/eb235e68109044d7bf6bf6d954688d6e/COVID19_Map_Dashboard_Metadata.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEAcaCXVzLWVhc3QtMSJGMEQCIH8V4u%2B17A1EYLWbb6l01Mx1r2DWbg8m8RPnJ90DdMEVAiAAtvORRr%2FzWwnIldNVetyAaKY,2020-10-30,2021-01-28T21:51:47.000Z,,,,
recZ3FMcLU89JR9kC,all tests after positive included according to website,NC,Total Tests (PCR),"NC dash > ""Completed Tests""",all tests after positive included,Repeat Positives,website,"On dashboard About the Data link: ""Total tests represent the number of tests reported to NCDHHS for that day. This includes both total tests that report daily through electronic laboratory reporting, and those that are submitted manually. Because tests can",https://covid19.ncdhhs.gov/dashboard/about-data,2020-10-30,2021-01-28T21:51:47.000Z,2020-06-15,,,
